INPUT_TABLE
Variable ID
SubsectorLogit_relative-cost-logit

region,supplysector,subsector,logit.type
European Free Trade Association,industrial energy use,electricity,relative-cost-logit
European Free Trade Association,industrial energy use,gas,relative-cost-logit
European Free Trade Association,industrial energy use,hydrogen,relative-cost-logit
European Free Trade Association,industrial energy use,refined liquids,relative-cost-logit
European Free Trade Association,industrial feedstocks,coal,relative-cost-logit
European Free Trade Association,industrial feedstocks,gas,relative-cost-logit
European Free Trade Association,industrial feedstocks,refined liquids,relative-cost-logit
European Free Trade Association,industry,industry,relative-cost-logit
India,industrial energy use,biomass,relative-cost-logit
India,industrial energy use,coal,relative-cost-logit
India,industrial energy use,electricity,relative-cost-logit
India,industrial energy use,gas,relative-cost-logit
India,industrial energy use,hydrogen,relative-cost-logit
India,industrial energy use,refined liquids,relative-cost-logit
India,industrial feedstocks,coal,relative-cost-logit
India,industrial feedstocks,gas,relative-cost-logit
India,industrial feedstocks,refined liquids,relative-cost-logit
India,industry,industry,relative-cost-logit
Indonesia,industrial energy use,biomass,relative-cost-logit
Indonesia,industrial energy use,coal,relative-cost-logit
Indonesia,industrial energy use,electricity,relative-cost-logit
Indonesia,industrial energy use,gas,relative-cost-logit
Indonesia,industrial energy use,hydrogen,relative-cost-logit
Indonesia,industrial energy use,refined liquids,relative-cost-logit
Indonesia,industrial feedstocks,coal,relative-cost-logit
Indonesia,industrial feedstocks,gas,relative-cost-logit
Indonesia,industrial feedstocks,refined liquids,relative-cost-logit
Indonesia,industry,industry,relative-cost-logit
Japan,industrial energy use,biomass,relative-cost-logit
Japan,industrial energy use,coal,relative-cost-logit
Japan,industrial energy use,electricity,relative-cost-logit
Japan,industrial energy use,gas,relative-cost-logit
Japan,industrial energy use,hydrogen,relative-cost-logit
Japan,industrial energy use,refined liquids,relative-cost-logit
Japan,industrial feedstocks,coal,relative-cost-logit
Japan,industrial feedstocks,gas,relative-cost-logit
Japan,industrial feedstocks,refined liquids,relative-cost-logit
Japan,industry,industry,relative-cost-logit
Mexico,industrial energy use,biomass,relative-cost-logit
Mexico,industrial energy use,coal,relative-cost-logit
Mexico,industrial energy use,electricity,relative-cost-logit
Mexico,industrial energy use,gas,relative-cost-logit
Mexico,industrial energy use,hydrogen,relative-cost-logit
Mexico,industrial energy use,refined liquids,relative-cost-logit
Mexico,industrial feedstocks,coal,relative-cost-logit
Mexico,industrial feedstocks,gas,relative-cost-logit
Mexico,industrial feedstocks,refined liquids,relative-cost-logit
Mexico,industry,industry,relative-cost-logit
Middle East,industrial energy use,biomass,relative-cost-logit
Middle East,industrial energy use,coal,relative-cost-logit
Middle East,industrial energy use,electricity,relative-cost-logit
Middle East,industrial energy use,gas,relative-cost-logit
Middle East,industrial energy use,hydrogen,relative-cost-logit
Middle East,industrial energy use,refined liquids,relative-cost-logit
Middle East,industrial feedstocks,coal,relative-cost-logit
Middle East,industrial feedstocks,gas,relative-cost-logit
Middle East,industrial feedstocks,refined liquids,relative-cost-logit
Middle East,industry,industry,relative-cost-logit
Pakistan,industrial energy use,biomass,relative-cost-logit
Pakistan,industrial energy use,coal,relative-cost-logit
Pakistan,industrial energy use,electricity,relative-cost-logit
Pakistan,industrial energy use,gas,relative-cost-logit
Pakistan,industrial energy use,hydrogen,relative-cost-logit
Pakistan,industrial energy use,refined liquids,relative-cost-logit
Pakistan,industrial feedstocks,coal,relative-cost-logit
Pakistan,industrial feedstocks,gas,relative-cost-logit
Pakistan,industrial feedstocks,refined liquids,relative-cost-logit
Pakistan,industry,industry,relative-cost-logit
Russia,industrial energy use,biomass,relative-cost-logit
Russia,industrial energy use,coal,relative-cost-logit
Russia,industrial energy use,district heat,relative-cost-logit
Russia,industrial energy use,electricity,relative-cost-logit
Russia,industrial energy use,gas,relative-cost-logit
Russia,industrial energy use,hydrogen,relative-cost-logit
Russia,industrial energy use,refined liquids,relative-cost-logit
Russia,industrial feedstocks,coal,relative-cost-logit
Russia,industrial feedstocks,gas,relative-cost-logit
Russia,industrial feedstocks,refined liquids,relative-cost-logit
Russia,industry,industry,relative-cost-logit
South Africa,industrial energy use,biomass,relative-cost-logit
South Africa,industrial energy use,coal,relative-cost-logit
South Africa,industrial energy use,electricity,relative-cost-logit
South Africa,industrial energy use,gas,relative-cost-logit
South Africa,industrial energy use,hydrogen,relative-cost-logit
South Africa,industrial energy use,refined liquids,relative-cost-logit
South Africa,industrial feedstocks,coal,relative-cost-logit
South Africa,industrial feedstocks,gas,relative-cost-logit
South Africa,industrial feedstocks,refined liquids,relative-cost-logit
South Africa,industry,industry,relative-cost-logit
South America_Northern,industrial energy use,biomass,relative-cost-logit
South America_Northern,industrial energy use,coal,relative-cost-logit
South America_Northern,industrial energy use,electricity,relative-cost-logit
South America_Northern,industrial energy use,gas,relative-cost-logit
South America_Northern,industrial energy use,hydrogen,relative-cost-logit
South America_Northern,industrial energy use,refined liquids,relative-cost-logit
South America_Northern,industrial feedstocks,coal,relative-cost-logit
South America_Northern,industrial feedstocks,gas,relative-cost-logit
South America_Northern,industrial feedstocks,refined liquids,relative-cost-logit
South America_Northern,industry,industry,relative-cost-logit
South America_Southern,industrial energy use,biomass,relative-cost-logit
South America_Southern,industrial energy use,coal,relative-cost-logit
South America_Southern,industrial energy use,electricity,relative-cost-logit
South America_Southern,industrial energy use,gas,relative-cost-logit
South America_Southern,industrial energy use,hydrogen,relative-cost-logit
South America_Southern,industrial energy use,refined liquids,relative-cost-logit
South America_Southern,industrial feedstocks,coal,relative-cost-logit
South America_Southern,industrial feedstocks,gas,relative-cost-logit
South America_Southern,industrial feedstocks,refined liquids,relative-cost-logit
South America_Southern,industry,industry,relative-cost-logit
South Asia,industrial energy use,biomass,relative-cost-logit
South Asia,industrial energy use,coal,relative-cost-logit
South Asia,industrial energy use,electricity,relative-cost-logit
South Asia,industrial energy use,gas,relative-cost-logit
South Asia,industrial energy use,hydrogen,relative-cost-logit
South Asia,industrial energy use,refined liquids,relative-cost-logit
South Asia,industrial feedstocks,coal,relative-cost-logit
South Asia,industrial feedstocks,gas,relative-cost-logit
South Asia,industrial feedstocks,refined liquids,relative-cost-logit
South Asia,industry,industry,relative-cost-logit
South Korea,industrial energy use,biomass,relative-cost-logit
South Korea,industrial energy use,coal,relative-cost-logit
South Korea,industrial energy use,electricity,relative-cost-logit
South Korea,industrial energy use,gas,relative-cost-logit
South Korea,industrial energy use,hydrogen,relative-cost-logit
South Korea,industrial energy use,refined liquids,relative-cost-logit
South Korea,industrial feedstocks,coal,relative-cost-logit
South Korea,industrial feedstocks,gas,relative-cost-logit
South Korea,industrial feedstocks,refined liquids,relative-cost-logit
South Korea,industry,industry,relative-cost-logit
Southeast Asia,industrial energy use,biomass,relative-cost-logit
Southeast Asia,industrial energy use,coal,relative-cost-logit
Southeast Asia,industrial energy use,electricity,relative-cost-logit
Southeast Asia,industrial energy use,gas,relative-cost-logit
Southeast Asia,industrial energy use,hydrogen,relative-cost-logit
Southeast Asia,industrial energy use,refined liquids,relative-cost-logit
Southeast Asia,industrial feedstocks,coal,relative-cost-logit
Southeast Asia,industrial feedstocks,gas,relative-cost-logit
Southeast Asia,industrial feedstocks,refined liquids,relative-cost-logit
Southeast Asia,industry,industry,relative-cost-logit
Taiwan,industrial energy use,biomass,relative-cost-logit
Taiwan,industrial energy use,coal,relative-cost-logit
Taiwan,industrial energy use,electricity,relative-cost-logit
Taiwan,industrial energy use,gas,relative-cost-logit
Taiwan,industrial energy use,hydrogen,relative-cost-logit
Taiwan,industrial energy use,refined liquids,relative-cost-logit
Taiwan,industrial feedstocks,coal,relative-cost-logit
Taiwan,industrial feedstocks,gas,relative-cost-logit
Taiwan,industrial feedstocks,refined liquids,relative-cost-logit
Taiwan,industry,industry,relative-cost-logit
Argentina,industrial energy use,biomass,relative-cost-logit
Argentina,industrial energy use,coal,relative-cost-logit
Argentina,industrial energy use,electricity,relative-cost-logit
Argentina,industrial energy use,gas,relative-cost-logit
Argentina,industrial energy use,hydrogen,relative-cost-logit
Argentina,industrial energy use,refined liquids,relative-cost-logit
Argentina,industrial feedstocks,coal,relative-cost-logit
Argentina,industrial feedstocks,gas,relative-cost-logit
Argentina,industrial feedstocks,refined liquids,relative-cost-logit
Argentina,industry,industry,relative-cost-logit
Colombia,industrial energy use,biomass,relative-cost-logit
Colombia,industrial energy use,coal,relative-cost-logit
Colombia,industrial energy use,electricity,relative-cost-logit
Colombia,industrial energy use,gas,relative-cost-logit
Colombia,industrial energy use,hydrogen,relative-cost-logit
Colombia,industrial energy use,refined liquids,relative-cost-logit
Colombia,industrial feedstocks,coal,relative-cost-logit
Colombia,industrial feedstocks,gas,relative-cost-logit
Colombia,industrial feedstocks,refined liquids,relative-cost-logit
Colombia,industry,industry,relative-cost-logit
