INPUT_TABLE
Variable ID
OutputEmissCoeffAg

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,Non.CO2,emiss.coef
European Free Trade Association,Root_Tuber,Root_Tuber_ScndnvN,Root_Tuber_ScndnvN,1975,BC_AWB,1.5669e-06
Russia,Root_Tuber,Root_Tuber_ScndnvN,Root_Tuber_ScndnvN,1975,BC_AWB,1.60154e-05
European Free Trade Association,Wheat,Wheat_ScndnvN,Wheat_ScndnvN,1975,BC_AWB,1.06608e-05
Russia,Wheat,Wheat_ScndnvN,Wheat_ScndnvN,1975,BC_AWB,0.0001089662
Russia,Corn,Corn_BarentsSea,Corn_BarentsSea,1975,BC_AWB,6.107e-05
Russia,FiberCrop,FiberCrop_BarentsSea,FiberCrop_BarentsSea,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_BarentsSea,FodderGrass_BarentsSea,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_BarentsSea,FodderHerb_BarentsSea,1975,BC_AWB,0
Russia,MiscCrop,MiscCrop_BarentsSea,MiscCrop_BarentsSea,1975,BC_AWB,9.6076e-06
Russia,OilCrop,OilCrop_BarentsSea,OilCrop_BarentsSea,1975,BC_AWB,0.0001770473
Russia,OtherGrain,OtherGrain_BarentsSea,OtherGrain_BarentsSea,1975,BC_AWB,3.45318e-05
Russia,Root_Tuber,Root_Tuber_BarentsSea,Root_Tuber_BarentsSea,1975,BC_AWB,1.60154e-05
Russia,Wheat,Wheat_BarentsSea,Wheat_BarentsSea,1975,BC_AWB,0.0001089662
Canada,Corn,Corn_Mackenzie,Corn_Mackenzie,1975,BC_AWB,1.86126e-05
Canada,FiberCrop,FiberCrop_Mackenzie,FiberCrop_Mackenzie,1975,BC_AWB,0
Canada,FodderGrass,FodderGrass_Mackenzie,FodderGrass_Mackenzie,1975,BC_AWB,0
Canada,FodderHerb,FodderHerb_Mackenzie,FodderHerb_Mackenzie,1975,BC_AWB,0
Canada,MiscCrop,MiscCrop_Mackenzie,MiscCrop_Mackenzie,1975,BC_AWB,1.52011e-05
Canada,OilCrop,OilCrop_Mackenzie,OilCrop_Mackenzie,1975,BC_AWB,4.66553e-05
Canada,OtherGrain,OtherGrain_Mackenzie,OtherGrain_Mackenzie,1975,BC_AWB,8.9152e-06
Canada,Root_Tuber,Root_Tuber_Mackenzie,Root_Tuber_Mackenzie,1975,BC_AWB,4.8811e-06
Canada,SugarCrop,SugarCrop_Mackenzie,SugarCrop_Mackenzie,1975,BC_AWB,5.4912e-06
Canada,Wheat,Wheat_Mackenzie,Wheat_Mackenzie,1975,BC_AWB,3.32102e-05
EU-15,FodderGrass,FodderGrass_Sweden,FodderGrass_Sweden,1975,BC_AWB,0
European Free Trade Association,FodderGrass,FodderGrass_Sweden,FodderGrass_Sweden,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_Sweden,FodderHerb_Sweden,1975,BC_AWB,0
European Free Trade Association,FodderHerb,FodderHerb_Sweden,FodderHerb_Sweden,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_Sweden,MiscCrop_Sweden,1975,BC_AWB,0
European Free Trade Association,MiscCrop,MiscCrop_Sweden,MiscCrop_Sweden,1975,BC_AWB,5.195e-07
EU-15,OilCrop,OilCrop_Sweden,OilCrop_Sweden,1975,BC_AWB,0
European Free Trade Association,OilCrop,OilCrop_Sweden,OilCrop_Sweden,1975,BC_AWB,1.69024e-05
EU-15,OtherGrain,OtherGrain_Sweden,OtherGrain_Sweden,1975,BC_AWB,0
European Free Trade Association,OtherGrain,OtherGrain_Sweden,OtherGrain_Sweden,1975,BC_AWB,3.1745e-06
EU-15,Root_Tuber,Root_Tuber_Sweden,Root_Tuber_Sweden,1975,BC_AWB,0
European Free Trade Association,Root_Tuber,Root_Tuber_Sweden,Root_Tuber_Sweden,1975,BC_AWB,1.5669e-06
EU-15,SugarCrop,SugarCrop_Sweden,SugarCrop_Sweden,1975,BC_AWB,0
EU-15,Wheat,Wheat_Sweden,Wheat_Sweden,1975,BC_AWB,0
European Free Trade Association,Wheat,Wheat_Sweden,Wheat_Sweden,1975,BC_AWB,1.06608e-05
Russia,Corn,Corn_Finland,Corn_Finland,1975,BC_AWB,6.107e-05
Russia,FiberCrop,FiberCrop_Finland,FiberCrop_Finland,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_Finland,FodderGrass_Finland,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_Finland,FodderGrass_Finland,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_Finland,FodderHerb_Finland,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_Finland,FodderHerb_Finland,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_Finland,MiscCrop_Finland,1975,BC_AWB,0
Russia,MiscCrop,MiscCrop_Finland,MiscCrop_Finland,1975,BC_AWB,9.6076e-06
EU-15,OilCrop,OilCrop_Finland,OilCrop_Finland,1975,BC_AWB,0
Russia,OilCrop,OilCrop_Finland,OilCrop_Finland,1975,BC_AWB,0.0001770473
EU-15,OtherGrain,OtherGrain_Finland,OtherGrain_Finland,1975,BC_AWB,0
Russia,OtherGrain,OtherGrain_Finland,OtherGrain_Finland,1975,BC_AWB,3.45318e-05
EU-15,Root_Tuber,Root_Tuber_Finland,Root_Tuber_Finland,1975,BC_AWB,0
Russia,Root_Tuber,Root_Tuber_Finland,Root_Tuber_Finland,1975,BC_AWB,1.60154e-05
EU-15,SugarCrop,SugarCrop_Finland,SugarCrop_Finland,1975,BC_AWB,0
Russia,SugarCrop,SugarCrop_Finland,SugarCrop_Finland,1975,BC_AWB,1.80173e-05
EU-15,Wheat,Wheat_Finland,Wheat_Finland,1975,BC_AWB,0
Russia,Wheat,Wheat_Finland,Wheat_Finland,1975,BC_AWB,0.0001089662
Russia,Corn,Corn_DvinaRN,Corn_DvinaRN,1975,BC_AWB,6.107e-05
Russia,FiberCrop,FiberCrop_DvinaRN,FiberCrop_DvinaRN,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_DvinaRN,FodderGrass_DvinaRN,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_DvinaRN,FodderHerb_DvinaRN,1975,BC_AWB,0
Russia,MiscCrop,MiscCrop_DvinaRN,MiscCrop_DvinaRN,1975,BC_AWB,9.6076e-06
Russia,OilCrop,OilCrop_DvinaRN,OilCrop_DvinaRN,1975,BC_AWB,0.0001770473
Russia,OtherGrain,OtherGrain_DvinaRN,OtherGrain_DvinaRN,1975,BC_AWB,3.45318e-05
Russia,Root_Tuber,Root_Tuber_DvinaRN,Root_Tuber_DvinaRN,1975,BC_AWB,1.60154e-05
Russia,Wheat,Wheat_DvinaRN,Wheat_DvinaRN,1975,BC_AWB,0.0001089662
Canada,Corn,Corn_HudsonBay,Corn_HudsonBay,1975,BC_AWB,1.86126e-05
Canada,FiberCrop,FiberCrop_HudsonBay,FiberCrop_HudsonBay,1975,BC_AWB,0
Canada,FodderGrass,FodderGrass_HudsonBay,FodderGrass_HudsonBay,1975,BC_AWB,0
Canada,FodderHerb,FodderHerb_HudsonBay,FodderHerb_HudsonBay,1975,BC_AWB,0
Canada,MiscCrop,MiscCrop_HudsonBay,MiscCrop_HudsonBay,1975,BC_AWB,1.52011e-05
Canada,OilCrop,OilCrop_HudsonBay,OilCrop_HudsonBay,1975,BC_AWB,4.66553e-05
Canada,OtherGrain,OtherGrain_HudsonBay,OtherGrain_HudsonBay,1975,BC_AWB,8.9152e-06
Canada,Root_Tuber,Root_Tuber_HudsonBay,Root_Tuber_HudsonBay,1975,BC_AWB,4.8811e-06
Canada,Wheat,Wheat_HudsonBay,Wheat_HudsonBay,1975,BC_AWB,3.32102e-05
EU-15,FiberCrop,FiberCrop_Scotland,FiberCrop_Scotland,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_Scotland,FodderGrass_Scotland,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_Scotland,FodderHerb_Scotland,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_Scotland,MiscCrop_Scotland,1975,BC_AWB,0
EU-15,OilCrop,OilCrop_Scotland,OilCrop_Scotland,1975,BC_AWB,0
EU-15,OtherGrain,OtherGrain_Scotland,OtherGrain_Scotland,1975,BC_AWB,0
EU-15,Root_Tuber,Root_Tuber_Scotland,Root_Tuber_Scotland,1975,BC_AWB,0
EU-15,SugarCrop,SugarCrop_Scotland,SugarCrop_Scotland,1975,BC_AWB,0
EU-15,Wheat,Wheat_Scotland,Wheat_Scotland,1975,BC_AWB,0
Europe_Eastern,Corn,Corn_NevaR,Corn_NevaR,1975,BC_AWB,5.68797e-05
Russia,Corn,Corn_NevaR,Corn_NevaR,1975,BC_AWB,6.107e-05
Europe_Eastern,FiberCrop,FiberCrop_NevaR,FiberCrop_NevaR,1975,BC_AWB,0
Russia,FiberCrop,FiberCrop_NevaR,FiberCrop_NevaR,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_NevaR,FodderGrass_NevaR,1975,BC_AWB,0
Europe_Eastern,FodderGrass,FodderGrass_NevaR,FodderGrass_NevaR,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_NevaR,FodderGrass_NevaR,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_NevaR,FodderHerb_NevaR,1975,BC_AWB,0
Europe_Eastern,FodderHerb,FodderHerb_NevaR,FodderHerb_NevaR,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_NevaR,FodderHerb_NevaR,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_NevaR,MiscCrop_NevaR,1975,BC_AWB,0
Europe_Eastern,MiscCrop,MiscCrop_NevaR,MiscCrop_NevaR,1975,BC_AWB,7.9021e-06
Russia,MiscCrop,MiscCrop_NevaR,MiscCrop_NevaR,1975,BC_AWB,9.6076e-06
EU-15,OilCrop,OilCrop_NevaR,OilCrop_NevaR,1975,BC_AWB,0
Europe_Eastern,OilCrop,OilCrop_NevaR,OilCrop_NevaR,1975,BC_AWB,0.0001613121
Russia,OilCrop,OilCrop_NevaR,OilCrop_NevaR,1975,BC_AWB,0.0001770473
EU-15,OtherGrain,OtherGrain_NevaR,OtherGrain_NevaR,1975,BC_AWB,0
Europe_Eastern,OtherGrain,OtherGrain_NevaR,OtherGrain_NevaR,1975,BC_AWB,2.42921e-05
Russia,OtherGrain,OtherGrain_NevaR,OtherGrain_NevaR,1975,BC_AWB,3.45318e-05
EU-15,Root_Tuber,Root_Tuber_NevaR,Root_Tuber_NevaR,1975,BC_AWB,0
Europe_Eastern,Root_Tuber,Root_Tuber_NevaR,Root_Tuber_NevaR,1975,BC_AWB,1.49165e-05
Russia,Root_Tuber,Root_Tuber_NevaR,Root_Tuber_NevaR,1975,BC_AWB,1.60154e-05
EU-15,SugarCrop,SugarCrop_NevaR,SugarCrop_NevaR,1975,BC_AWB,0
Russia,SugarCrop,SugarCrop_NevaR,SugarCrop_NevaR,1975,BC_AWB,1.80173e-05
EU-15,Wheat,Wheat_NevaR,Wheat_NevaR,1975,BC_AWB,0
Europe_Eastern,Wheat,Wheat_NevaR,Wheat_NevaR,1975,BC_AWB,0.0001014895
Russia,Wheat,Wheat_NevaR,Wheat_NevaR,1975,BC_AWB,0.0001089662
Central Asia,Corn,Corn_VolgaR,Corn_VolgaR,1975,BC_AWB,3.13819e-05
Russia,Corn,Corn_VolgaR,Corn_VolgaR,1975,BC_AWB,6.107e-05
Central Asia,FiberCrop,FiberCrop_VolgaR,FiberCrop_VolgaR,1975,BC_AWB,5.67855e-05
Russia,FiberCrop,FiberCrop_VolgaR,FiberCrop_VolgaR,1975,BC_AWB,0
Central Asia,FodderGrass,FodderGrass_VolgaR,FodderGrass_VolgaR,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_VolgaR,FodderGrass_VolgaR,1975,BC_AWB,0
Central Asia,FodderHerb,FodderHerb_VolgaR,FodderHerb_VolgaR,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_VolgaR,FodderHerb_VolgaR,1975,BC_AWB,0
Central Asia,MiscCrop,MiscCrop_VolgaR,MiscCrop_VolgaR,1975,BC_AWB,3.5669e-06
Russia,MiscCrop,MiscCrop_VolgaR,MiscCrop_VolgaR,1975,BC_AWB,9.6076e-06
Central Asia,OilCrop,OilCrop_VolgaR,OilCrop_VolgaR,1975,BC_AWB,8.87266e-05
Russia,OilCrop,OilCrop_VolgaR,OilCrop_VolgaR,1975,BC_AWB,0.0001770473
Central Asia,OtherGrain,OtherGrain_VolgaR,OtherGrain_VolgaR,1975,BC_AWB,1.04405e-05
Russia,OtherGrain,OtherGrain_VolgaR,OtherGrain_VolgaR,1975,BC_AWB,3.45318e-05
Russia,Rice,Rice_VolgaR,Rice_VolgaR,1975,BC_AWB,0.00010063
Central Asia,Root_Tuber,Root_Tuber_VolgaR,Root_Tuber_VolgaR,1975,BC_AWB,8.2298e-06
Russia,Root_Tuber,Root_Tuber_VolgaR,Root_Tuber_VolgaR,1975,BC_AWB,1.60154e-05
Central Asia,SugarCrop,SugarCrop_VolgaR,SugarCrop_VolgaR,1975,BC_AWB,9.2585e-06
Russia,SugarCrop,SugarCrop_VolgaR,SugarCrop_VolgaR,1975,BC_AWB,1.80173e-05
Central Asia,Wheat,Wheat_VolgaR,Wheat_VolgaR,1975,BC_AWB,5.59942e-05
Russia,Wheat,Wheat_VolgaR,Wheat_VolgaR,1975,BC_AWB,0.0001089662
Canada,Corn,Corn_CanAtl,Corn_CanAtl,1975,BC_AWB,1.86126e-05
Canada,FiberCrop,FiberCrop_CanAtl,FiberCrop_CanAtl,1975,BC_AWB,0
Canada,FodderGrass,FodderGrass_CanAtl,FodderGrass_CanAtl,1975,BC_AWB,0
Canada,FodderHerb,FodderHerb_CanAtl,FodderHerb_CanAtl,1975,BC_AWB,0
Canada,MiscCrop,MiscCrop_CanAtl,MiscCrop_CanAtl,1975,BC_AWB,1.52011e-05
Canada,OilCrop,OilCrop_CanAtl,OilCrop_CanAtl,1975,BC_AWB,4.66553e-05
Canada,OtherGrain,OtherGrain_CanAtl,OtherGrain_CanAtl,1975,BC_AWB,8.9152e-06
Canada,Root_Tuber,Root_Tuber_CanAtl,Root_Tuber_CanAtl,1975,BC_AWB,4.8811e-06
Canada,Wheat,Wheat_CanAtl,Wheat_CanAtl,1975,BC_AWB,3.32102e-05
Russia,Corn,Corn_BalticSea,Corn_BalticSea,1975,BC_AWB,6.107e-05
EU-12,FiberCrop,FiberCrop_BalticSea,FiberCrop_BalticSea,1975,BC_AWB,9.6687e-06
Russia,FiberCrop,FiberCrop_BalticSea,FiberCrop_BalticSea,1975,BC_AWB,0
EU-12,FodderGrass,FodderGrass_BalticSea,FodderGrass_BalticSea,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_BalticSea,FodderGrass_BalticSea,1975,BC_AWB,0
EU-12,FodderHerb,FodderHerb_BalticSea,FodderHerb_BalticSea,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_BalticSea,FodderHerb_BalticSea,1975,BC_AWB,0
EU-12,MiscCrop,MiscCrop_BalticSea,MiscCrop_BalticSea,1975,BC_AWB,5.411e-07
Russia,MiscCrop,MiscCrop_BalticSea,MiscCrop_BalticSea,1975,BC_AWB,9.6076e-06
EU-12,OilCrop,OilCrop_BalticSea,OilCrop_BalticSea,1975,BC_AWB,1.56843e-05
Russia,OilCrop,OilCrop_BalticSea,OilCrop_BalticSea,1975,BC_AWB,0.0001770473
EU-12,OtherGrain,OtherGrain_BalticSea,OtherGrain_BalticSea,1975,BC_AWB,3.1424e-06
Russia,OtherGrain,OtherGrain_BalticSea,OtherGrain_BalticSea,1975,BC_AWB,3.45318e-05
EU-12,Root_Tuber,Root_Tuber_BalticSea,Root_Tuber_BalticSea,1975,BC_AWB,1.3973e-06
Russia,Root_Tuber,Root_Tuber_BalticSea,Root_Tuber_BalticSea,1975,BC_AWB,1.60154e-05
EU-12,SugarCrop,SugarCrop_BalticSea,SugarCrop_BalticSea,1975,BC_AWB,1.5764e-06
EU-12,Wheat,Wheat_BalticSea,Wheat_BalticSea,1975,BC_AWB,9.5339e-06
Russia,Wheat,Wheat_BalticSea,Wheat_BalticSea,1975,BC_AWB,0.0001089662
EU-12,Corn,Corn_DnkGrmCst,Corn_DnkGrmCst,1975,BC_AWB,5.3433e-06
EU-15,Corn,Corn_DnkGrmCst,Corn_DnkGrmCst,1975,BC_AWB,0
EU-12,FodderGrass,FodderGrass_DnkGrmCst,FodderGrass_DnkGrmCst,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_DnkGrmCst,FodderGrass_DnkGrmCst,1975,BC_AWB,0
EU-12,FodderHerb,FodderHerb_DnkGrmCst,FodderHerb_DnkGrmCst,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_DnkGrmCst,FodderHerb_DnkGrmCst,1975,BC_AWB,0
EU-12,MiscCrop,MiscCrop_DnkGrmCst,MiscCrop_DnkGrmCst,1975,BC_AWB,5.411e-07
EU-15,MiscCrop,MiscCrop_DnkGrmCst,MiscCrop_DnkGrmCst,1975,BC_AWB,0
EU-12,OilCrop,OilCrop_DnkGrmCst,OilCrop_DnkGrmCst,1975,BC_AWB,1.56843e-05
EU-15,OilCrop,OilCrop_DnkGrmCst,OilCrop_DnkGrmCst,1975,BC_AWB,0
EU-12,OtherGrain,OtherGrain_DnkGrmCst,OtherGrain_DnkGrmCst,1975,BC_AWB,3.1424e-06
EU-15,OtherGrain,OtherGrain_DnkGrmCst,OtherGrain_DnkGrmCst,1975,BC_AWB,0
EU-12,Root_Tuber,Root_Tuber_DnkGrmCst,Root_Tuber_DnkGrmCst,1975,BC_AWB,1.3973e-06
EU-15,Root_Tuber,Root_Tuber_DnkGrmCst,Root_Tuber_DnkGrmCst,1975,BC_AWB,0
EU-12,SugarCrop,SugarCrop_DnkGrmCst,SugarCrop_DnkGrmCst,1975,BC_AWB,1.5764e-06
EU-15,SugarCrop,SugarCrop_DnkGrmCst,SugarCrop_DnkGrmCst,1975,BC_AWB,0
EU-12,Wheat,Wheat_DnkGrmCst,Wheat_DnkGrmCst,1975,BC_AWB,9.5339e-06
EU-15,Wheat,Wheat_DnkGrmCst,Wheat_DnkGrmCst,1975,BC_AWB,0
Russia,Corn,Corn_NarvaR,Corn_NarvaR,1975,BC_AWB,6.107e-05
EU-12,FiberCrop,FiberCrop_NarvaR,FiberCrop_NarvaR,1975,BC_AWB,9.6687e-06
Russia,FiberCrop,FiberCrop_NarvaR,FiberCrop_NarvaR,1975,BC_AWB,0
EU-12,FodderGrass,FodderGrass_NarvaR,FodderGrass_NarvaR,1975,BC_AWB,0
Russia,FodderGrass,FodderGrass_NarvaR,FodderGrass_NarvaR,1975,BC_AWB,0
EU-12,FodderHerb,FodderHerb_NarvaR,FodderHerb_NarvaR,1975,BC_AWB,0
Russia,FodderHerb,FodderHerb_NarvaR,FodderHerb_NarvaR,1975,BC_AWB,0
EU-12,MiscCrop,MiscCrop_NarvaR,MiscCrop_NarvaR,1975,BC_AWB,5.411e-07
Russia,MiscCrop,MiscCrop_NarvaR,MiscCrop_NarvaR,1975,BC_AWB,9.6076e-06
EU-12,OilCrop,OilCrop_NarvaR,OilCrop_NarvaR,1975,BC_AWB,1.56843e-05
Russia,OilCrop,OilCrop_NarvaR,OilCrop_NarvaR,1975,BC_AWB,0.0001770473
EU-12,OtherGrain,OtherGrain_NarvaR,OtherGrain_NarvaR,1975,BC_AWB,3.1424e-06
Russia,OtherGrain,OtherGrain_NarvaR,OtherGrain_NarvaR,1975,BC_AWB,3.45318e-05
EU-12,Root_Tuber,Root_Tuber_NarvaR,Root_Tuber_NarvaR,1975,BC_AWB,1.3973e-06
Russia,Root_Tuber,Root_Tuber_NarvaR,Root_Tuber_NarvaR,1975,BC_AWB,1.60154e-05
EU-12,SugarCrop,SugarCrop_NarvaR,SugarCrop_NarvaR,1975,BC_AWB,1.5764e-06
Russia,SugarCrop,SugarCrop_NarvaR,SugarCrop_NarvaR,1975,BC_AWB,1.80173e-05
EU-12,Wheat,Wheat_NarvaR,Wheat_NarvaR,1975,BC_AWB,9.5339e-06
Russia,Wheat,Wheat_NarvaR,Wheat_NarvaR,1975,BC_AWB,0.0001089662
USA,Corn,Corn_NelsonR,Corn_NelsonR,1975,BC_AWB,1.06504e-05
Canada,Corn,Corn_NelsonR,Corn_NelsonR,1975,BC_AWB,1.86126e-05
Canada,FiberCrop,FiberCrop_NelsonR,FiberCrop_NelsonR,1975,BC_AWB,0
USA,FodderGrass,FodderGrass_NelsonR,FodderGrass_NelsonR,1975,BC_AWB,0
Canada,FodderGrass,FodderGrass_NelsonR,FodderGrass_NelsonR,1975,BC_AWB,0
USA,FodderHerb,FodderHerb_NelsonR,FodderHerb_NelsonR,1975,BC_AWB,0
Canada,FodderHerb,FodderHerb_NelsonR,FodderHerb_NelsonR,1975,BC_AWB,0
USA,MiscCrop,MiscCrop_NelsonR,MiscCrop_NelsonR,1975,BC_AWB,1.2313e-06
Canada,MiscCrop,MiscCrop_NelsonR,MiscCrop_NelsonR,1975,BC_AWB,1.52011e-05
USA,OilCrop,OilCrop_NelsonR,OilCrop_NelsonR,1975,BC_AWB,1.72415e-05
Canada,OilCrop,OilCrop_NelsonR,OilCrop_NelsonR,1975,BC_AWB,4.66553e-05
USA,OtherGrain,OtherGrain_NelsonR,OtherGrain_NelsonR,1975,BC_AWB,1.09333e-05
Canada,OtherGrain,OtherGrain_NelsonR,OtherGrain_NelsonR,1975,BC_AWB,8.9152e-06
USA,Root_Tuber,Root_Tuber_NelsonR,Root_Tuber_NelsonR,1975,BC_AWB,2.7757e-06
Canada,Root_Tuber,Root_Tuber_NelsonR,Root_Tuber_NelsonR,1975,BC_AWB,4.8811e-06
USA,SugarCrop,SugarCrop_NelsonR,SugarCrop_NelsonR,1975,BC_AWB,2.3517e-06
Canada,SugarCrop,SugarCrop_NelsonR,SugarCrop_NelsonR,1975,BC_AWB,5.4912e-06
USA,Wheat,Wheat_NelsonR,Wheat_NelsonR,1975,BC_AWB,1.90033e-05
Canada,Wheat,Wheat_NelsonR,Wheat_NelsonR,1975,BC_AWB,3.32102e-05
EU-15,FiberCrop,FiberCrop_Ireland,FiberCrop_Ireland,1975,BC_AWB,0
EU-15,FodderGrass,FodderGrass_Ireland,FodderGrass_Ireland,1975,BC_AWB,0
EU-15,FodderHerb,FodderHerb_Ireland,FodderHerb_Ireland,1975,BC_AWB,0
EU-15,MiscCrop,MiscCrop_Ireland,MiscCrop_Ireland,1975,BC_AWB,0
EU-15,OilCrop,OilCrop_Ireland,OilCrop_Ireland,1975,BC_AWB,0
EU-15,OtherGrain,OtherGrain_Ireland,OtherGrain_Ireland,1975,BC_AWB,0
